Filename,Percentage
prime-cone/prime_cone_sat_3.smt2,36.06%
prime-cone/prime_cone_sat_4.smt2,38.19%
prime-cone/prime_cone_sat_5.smt2,40.45%
prime-cone/prime_cone_sat_6.smt2,42.10%
prime-cone/prime_cone_sat_7.smt2,44.23%
prime-cone/prime_cone_sat_8.smt2,44.26%
prime-cone/prime_cone_sat_9.smt2,44.62%
slacks/10-13.slack.smt2,65.15%
slacks/15-13.slack.smt2,61.50%
slacks/15-5.slack.smt2,67.11%
slacks/15-7.slack.smt2,57.34%
slacks/20-19.slack.smt2,34.85%
slacks/25-17.slack.smt2,67.97%
slacks/30-10.slack.smt2,71.00%
slacks/35-25.slack.smt2,69.62%
slacks/35-5.slack.smt2,71.18%
slacks/40-14.slack.smt2,72.45%
slacks/40-9.slack.smt2,71.55%
slacks/45-14.slack.smt2,70.64%
slacks/45-24.slack.smt2,69.51%
slacks/45-26.slack.smt2,66.95%
slacks/45-34.slack.smt2,67.75%
