Filename,Percentage
pb2010/normalized-j6015_4-sat.smt2,3.87%
pb2010/normalized-j6018_3-sat.smt2,5.48%
pb2010/normalized-j6022_1-sat.smt2,0.00%
pb2010/normalized-j6035_10-sat.smt2,2.85%
pb2010/normalized-j6040_1-sat.smt2,4.55%
pb2010/normalized-j6048_4-sat.smt2,5.96%
prime-cone/prime_cone_sat_10.smt2,28.83%
prime-cone/prime_cone_sat_13.smt2,30.00%
prime-cone/prime_cone_sat_14.smt2,30.48%
prime-cone/prime_cone_sat_15.smt2,30.68%
prime-cone/prime_cone_sat_17.smt2,31.09%
prime-cone/prime_cone_sat_19.smt2,31.59%
prime-cone/prime_cone_sat_2.smt2,55.92%
prime-cone/prime_cone_sat_20.smt2,31.84%
prime-cone/prime_cone_sat_3.smt2,24.31%
prime-cone/prime_cone_sat_4.smt2,24.66%
prime-cone/prime_cone_sat_5.smt2,25.91%
prime-cone/prime_cone_sat_6.smt2,26.82%
prime-cone/prime_cone_sat_7.smt2,27.13%
prime-cone/prime_cone_sat_8.smt2,27.82%
prime-cone/prime_cone_sat_9.smt2,28.48%
slacks/10-13.slack.smt2,58.82%
slacks/15-13.slack.smt2,48.82%
slacks/15-5.slack.smt2,55.08%
slacks/15-7.slack.smt2,48.14%
slacks/20-19.slack.smt2,39.66%
slacks/25-17.slack.smt2,41.01%
slacks/30-10.slack.smt2,46.58%
slacks/35-25.slack.smt2,50.14%
slacks/35-5.slack.smt2,47.24%
slacks/40-14.slack.smt2,51.00%
slacks/40-9.slack.smt2,46.74%
slacks/45-14.slack.smt2,40.09%
slacks/45-24.slack.smt2,45.89%
slacks/45-26.slack.smt2,43.79%
slacks/45-34.slack.smt2,42.64%
