Filename,Percentage
pb2010/normalized-j6015_4-sat.smt2,7.35%
pb2010/normalized-j6018_3-sat.smt2,4.37%
pb2010/normalized-j6022_1-sat.smt2,3.56%
pb2010/normalized-j6035_10-sat.smt2,3.10%
pb2010/normalized-j6040_1-sat.smt2,4.08%
pb2010/normalized-j6048_4-sat.smt2,4.03%
prime-cone/prime_cone_sat_10.smt2,48.29%
prime-cone/prime_cone_sat_13.smt2,50.73%
prime-cone/prime_cone_sat_14.smt2,51.70%
prime-cone/prime_cone_sat_15.smt2,51.68%
prime-cone/prime_cone_sat_17.smt2,53.46%
prime-cone/prime_cone_sat_19.smt2,54.68%
prime-cone/prime_cone_sat_2.smt2,31.17%
prime-cone/prime_cone_sat_20.smt2,54.67%
prime-cone/prime_cone_sat_3.smt2,35.94%
prime-cone/prime_cone_sat_4.smt2,38.59%
prime-cone/prime_cone_sat_5.smt2,41.07%
prime-cone/prime_cone_sat_6.smt2,42.78%
prime-cone/prime_cone_sat_7.smt2,44.36%
prime-cone/prime_cone_sat_8.smt2,45.98%
prime-cone/prime_cone_sat_9.smt2,47.05%
slacks/10-13.slack.smt2,74.44%
slacks/15-13.slack.smt2,71.22%
slacks/15-5.slack.smt2,72.88%
slacks/15-7.slack.smt2,69.49%
slacks/20-19.slack.smt2,66.49%
slacks/25-17.slack.smt2,70.97%
slacks/30-10.slack.smt2,72.75%
slacks/35-25.slack.smt2,70.16%
slacks/35-5.slack.smt2,72.81%
slacks/40-14.slack.smt2,74.41%
slacks/40-9.slack.smt2,72.55%
slacks/45-14.slack.smt2,73.94%
slacks/45-24.slack.smt2,70.36%
slacks/45-26.slack.smt2,69.23%
slacks/45-34.slack.smt2,69.09%
