Filename,Percentage
40-vars/v40_problem_2__035.smt2.slack.smt2,28.36%
40-vars/v40_problem__004.smt2.slack.smt2,17.06%
40-vars/v40_problem__008.smt2.slack.smt2,17.97%
40-vars/v40_problem__022.smt2.slack.smt2,18.15%
40-vars/v40_problem__024.smt2.slack.smt2,23.40%
40-vars/v40_problem__025.smt2.slack.smt2,28.72%
40-vars/v40_problem__032.smt2.slack.smt2,16.41%
45-vars/v45_problem_2__001.smt2.slack.smt2,28.14%
45-vars/v45_problem_2__008.smt2.slack.smt2,25.88%
45-vars/v45_problem_2__009.smt2.slack.smt2,25.43%
45-vars/v45_problem_2__019.smt2.slack.smt2,22.26%
45-vars/v45_problem_2__021.smt2.slack.smt2,26.63%
45-vars/v45_problem_2__024.smt2.slack.smt2,22.89%
45-vars/v45_problem_2__025.smt2.slack.smt2,20.91%
45-vars/v45_problem_2__027.smt2.slack.smt2,26.52%
45-vars/v45_problem_2__030.smt2.slack.smt2,22.88%
45-vars/v45_problem_2__033.smt2.slack.smt2,25.21%
45-vars/v45_problem__003.smt2.slack.smt2,9.37%
45-vars/v45_problem__009.smt2.slack.smt2,30.24%
45-vars/v45_problem__015.smt2.slack.smt2,23.17%
45-vars/v45_problem__018.smt2.slack.smt2,21.13%
45-vars/v45_problem__022.smt2.slack.smt2,22.96%
SMT_random_LIA/ex14600_2600_100.smt2,11.20%
SMT_random_LIA/ex16300_2600_100.smt2,11.34%
SMT_random_LIA/ex17800_2600_100.smt2,11.05%
SMT_random_LIA/ex18000_2600_100.smt2,11.36%
SMT_random_LIA/ex18900_2600_100.smt2,11.30%
SMT_random_LIA/ex21200_2600_100.smt2,11.05%
SMT_random_LIA/ex21300_2600_100.smt2,11.16%
SMT_random_LIA/ex21900_2600_100.smt2,11.52%
SMT_random_LIA/ex24600_2600_100.smt2,10.95%
SMT_random_LIA/ex25700_2600_100.smt2,10.66%
SMT_random_LIA/ex26100_2600_100.smt2,11.64%
SMT_random_LIA/ex27000_2600_100.smt2,11.03%
SMT_random_LIA/ex28200_2600_100.smt2,11.12%
SMT_random_LIA/ex28300_2600_100.smt2,10.93%
SMT_random_LIA/ex28500_2600_100.smt2,11.12%
SMT_real_LIA/ex5440_2400_100.smt2,10.59%
SMT_real_LIA/ex5460_2400_100.smt2,10.63%
SMT_real_LIA/ex5480_2400_100.smt2,10.39%
SMT_real_LIA/ex5680_2400_100.smt2,10.61%
SMT_real_LIA/ex6120_2400_100.smt2,9.78%
SMT_real_LIA/ex6220_2400_100.smt2,9.80%
