Filename,Percentage
SMT_real_LIA/ex5480_2400_100.smt2,10.77%
SMT_real_LIA/ex5680_2400_100.smt2,10.77%
SMT_real_LIA/ex6120_2400_100.smt2,11.03%
SMT_real_LIA/ex6220_2400_100.smt2,10.95%
SMT_real_LIA/ex8220_2400_100.smt2,10.87%
SMT_real_LIA/ex8440_2400_100.smt2,10.51%
SMT_real_LIA/ex8500_2400_100.smt2,10.93%
SMT_real_LIA/ex8600_2400_100.smt2,10.88%
SMT_real_LIA/ex8820_2400_100.smt2,10.61%
SMT_real_LIA/ex9240_2400_100.smt2,10.61%
SMT_real_LIA/ex9500_2400_100.smt2,10.67%
SMT_real_LIA/ex9820_2400_100.smt2,10.58%
SMT_real_LIA/ex9900_2400_100.smt2,10.84%
10-vars/problem_2__004.smt2,65.79%
10-vars/problem_2__005.smt2,66.17%
10-vars/problem_2__007.smt2,60.34%
10-vars/problem_2__008.smt2,70.51%
10-vars/problem_2__010.smt2,68.23%
10-vars/problem_2__011.smt2,77.23%
10-vars/problem_2__017.smt2,77.36%
10-vars/problem_2__022.smt2,80.38%
10-vars/problem__005.smt2,8.73%
10-vars/problem__006.smt2,69.65%
10-vars/problem__007.smt2,71.89%
10-vars/problem__010.smt2,73.6%
10-vars/problem__014.smt2,77.1%
10-vars/problem__015.smt2,74.85%
10-vars/problem__023.smt2,77.85%
15-vars/problem_2__001.smt2,75.67%
15-vars/problem_2__003.smt2,76.3%
15-vars/problem_2__006.smt2,77.97%
15-vars/problem_2__007.smt2,77.99%
15-vars/problem_2__008.smt2,30.09%
15-vars/problem_2__009.smt2,71.63%
15-vars/problem_2__015.smt2,79.17%
15-vars/problem_2__023.smt2,81.15%
15-vars/problem__002.smt2,76.04%
15-vars/problem__004.smt2,76.12%
15-vars/problem__010.smt2,77.99%
15-vars/problem__011.smt2,79.17%
15-vars/problem__013.smt2,79.15%
15-vars/problem__017.smt2,0.0%
15-vars/problem__019.smt2,80.21%
20-vars/problem_2__004.smt2,26.87%
20-vars/problem_2__006.smt2,77.44%
20-vars/problem_2__007.smt2,78.4%
20-vars/problem_2__010.smt2,78.4%
20-vars/problem_2__012.smt2,79.3%
20-vars/problem_2__015.smt2,79.3%
20-vars/problem__003.smt2,77.41%
20-vars/problem__004.smt2,77.41%
20-vars/problem__005.smt2,72.2%
20-vars/problem__008.smt2,77.14%
20-vars/problem__009.smt2,78.4%
20-vars/problem__012.smt2,79.3%
20-vars/problem__021.smt2,80.87%
20-vars/problem__024.smt2,80.87%
20-vars/problem__028.smt2,0.0%
25-vars/problem_2__002.smt2,77.02%
25-vars/problem_2__003.smt2,74.12%
25-vars/problem_2__008.smt2,77.66%
25-vars/problem_2__011.smt2,78.65%
25-vars/problem_2__016.smt2,79.38%
25-vars/problem_2__018.smt2,79.38%
25-vars/problem_2__024.smt2,80.05%
25-vars/problem_2__025.smt2,80.05%
25-vars/problem_2__026.smt2,80.68%
25-vars/problem_2__032.smt2,81.27%
25-vars/problem__004.smt2,76.97%
25-vars/problem__012.smt2,78.65%
25-vars/problem__019.smt2,79.38%
25-vars/problem__029.smt2,80.68%
25-vars/problem__035.smt2,81.27%
30-vars/problem_2__005.smt2,76.74%
30-vars/problem_2__010.smt2,77.48%
30-vars/problem_2__016.smt2,78.83%
30-vars/problem_2__021.smt2,79.43%
30-vars/problem_2__022.smt2,79.43%
30-vars/problem_2__035.smt2,80.55%
30-vars/problem__003.smt2,76.74%
30-vars/problem__004.smt2,76.58%
30-vars/problem__010.smt2,75.53%
30-vars/problem__012.smt2,78.18%
30-vars/problem__015.smt2,78.18%
30-vars/problem__017.smt2,78.83%
30-vars/problem__020.smt2,78.83%
30-vars/problem__027.smt2,80.01%
30-vars/problem__035.smt2,80.55%
35-vars/problem_2__007.smt2,77.19%
35-vars/problem_2__015.smt2,77.81%
35-vars/problem_2__017.smt2,78.4%
35-vars/problem_2__019.smt2,78.39%
35-vars/problem_2__022.smt2,78.95%
35-vars/problem_2__026.smt2,79.48%
35-vars/problem_2__029.smt2,79.48%
35-vars/problem_2__033.smt2,79.97%
35-vars/problem__003.smt2,76.53%
35-vars/problem__004.smt2,75.58%
35-vars/problem__006.smt2,77.19%
35-vars/problem__010.smt2,77.19%
35-vars/problem__016.smt2,78.4%
35-vars/problem__019.smt2,78.4%
35-vars/problem__035.smt2,79.97%
40-vars/problem_2__003.smt2,76.36%
40-vars/problem_2__006.smt2,76.92%
40-vars/problem_2__007.smt2,76.83%
40-vars/problem_2__020.smt2,78.05%
40-vars/problem_2__023.smt2,78.56%
40-vars/problem_2__025.smt2,78.56%
40-vars/problem_2__029.smt2,79.05%
40-vars/problem_2__032.smt2,79.51%
40-vars/problem_2__034.smt2,79.51%
40-vars/problem__004.smt2,76.23%
40-vars/problem__009.smt2,76.95%
40-vars/problem__012.smt2,77.51%
40-vars/problem__015.smt2,77.52%
40-vars/problem__017.smt2,78.05%
40-vars/problem__032.smt2,79.51%
45-vars/problem_2__004.smt2,75.18%
45-vars/problem_2__007.smt2,76.66%
45-vars/problem_2__011.smt2,77.28%
45-vars/problem_2__017.smt2,77.78%
45-vars/problem_2__020.smt2,77.78%
45-vars/problem_2__021.smt2,78.25%
45-vars/problem_2__024.smt2,78.25%
45-vars/problem_2__034.smt2,79.12%
45-vars/problem__007.smt2,76.77%
45-vars/problem__015.smt2,77.28%
45-vars/problem__018.smt2,77.78%
45-vars/problem__028.smt2,78.69%
45-vars/problem__029.smt2,78.69%
45-vars/problem__030.smt2,78.69%
45-vars/problem__033.smt2,79.12%
convert/convert-jpg2gif-query-1140.smt2,4.61%
convert/convert-jpg2gif-query-1145.smt2,5.09%
convert/convert-jpg2gif-query-1146.smt2,4.77%
convert/convert-jpg2gif-query-1152.smt2,4.65%
convert/convert-jpg2gif-query-1164.smt2,4.97%
convert/convert-jpg2gif-query-1191.smt2,9.09%
convert/convert-jpg2gif-query-1203.smt2,7.85%
convert/convert-jpg2gif-query-1358.smt2,10.92%
convert/convert-jpg2gif-query-1365.smt2,10.75%
convert/convert-jpg2gif-query-1370.smt2,10.97%
convert/convert-jpg2gif-query-1372.smt2,10.95%
convert/convert-jpg2gif-query-1423.smt2,13.73%
convert/convert-jpg2gif-query-1459.smt2,12.29%
convert/convert-jpg2gif-query-1561.smt2,16.33%
convert/convert-jpg2gif-query-1590.smt2,15.98%
dillig/10-21.smt2,64.63%
dillig/15-20.smt2,91.42%
dillig/25-26.smt2,94.38%
dillig/25-9.smt2,93.47%
dillig/30-12.smt2,92.95%
dillig/30-23.smt2,94.84%
dillig/30-28.smt2,94.97%
dillig/35-11.smt2,94.41%
dillig/40-10.smt2,93.84%
dillig/40-17.smt2,95.04%
dillig/40-25.smt2,95.14%
dillig/40-35.smt2,96.06%
dillig/40-4.smt2,93.0%
dillig/45-26.smt2,96.32%
dillig/45-28.smt2,95.89%
pb2010/normalized-1096.cudf.paranoid.smt2,0.0%
pb2010/normalized-j3024_4-sat.smt2,7.64%
pb2010/normalized-j3025_1-sat.smt2,0.9%
pb2010/normalized-j3025_7-sat.smt2,4.29%
pb2010/normalized-j3027_8-sat.smt2,7.18%
pb2010/normalized-j3031_7-sat.smt2,4.97%
pb2010/normalized-j3037_5-sat.smt2,0.99%
pb2010/normalized-j3048_8-sat.smt2,4.11%
pb2010/normalized-j308_6-sat.smt2,7.68%
pb2010/normalized-j6015_4-sat.smt2,9.73%
pb2010/normalized-j6018_3-sat.smt2,5.44%
pb2010/normalized-j6022_1-sat.smt2,3.7%
pb2010/normalized-j6035_10-sat.smt2,3.3%
pb2010/normalized-j6040_1-sat.smt2,4.54%
pb2010/normalized-j6048_4-sat.smt2,5.98%
prime-cone/prime_cone_sat_10.smt2,78.73%
prime-cone/prime_cone_sat_13.smt2,82.09%
prime-cone/prime_cone_sat_14.smt2,83.28%
prime-cone/prime_cone_sat_15.smt2,84.15%
prime-cone/prime_cone_sat_17.smt2,85.55%
prime-cone/prime_cone_sat_19.smt2,86.81%
prime-cone/prime_cone_sat_2.smt2,0.0%
prime-cone/prime_cone_sat_20.smt2,87.35%
prime-cone/prime_cone_sat_3.smt2,58.53%
prime-cone/prime_cone_sat_4.smt2,63.53%
prime-cone/prime_cone_sat_5.smt2,67.36%
prime-cone/prime_cone_sat_6.smt2,70.59%
prime-cone/prime_cone_sat_7.smt2,72.92%
prime-cone/prime_cone_sat_8.smt2,75.36%
prime-cone/prime_cone_sat_9.smt2,76.78%
slacks/10-13.slack.smt2,45.68%
slacks/15-13.slack.smt2,92.51%
slacks/15-5.slack.smt2,0.0%
slacks/15-7.slack.smt2,92.16%
slacks/20-19.slack.smt2,94.81%
slacks/25-17.slack.smt2,95.28%
slacks/30-10.slack.smt2,95.34%
slacks/35-25.slack.smt2,96.4%
slacks/35-5.slack.smt2,95.8%
slacks/40-14.slack.smt2,91.2%
slacks/40-9.slack.smt2,96.05%
slacks/45-14.slack.smt2,96.7%
slacks/45-24.slack.smt2,96.81%
slacks/45-26.slack.smt2,96.4%
slacks/45-34.slack.smt2,96.46%
